21.12.2021 time 03:01:52 PM MSK: Server started.
21.12.2021 time 03:02:00 PM MSK: Server closed.
21.12.2021 time 03:03:36 PM MSK: Server started.
21.12.2021 time 03:03:50 PM MSK: Client connected - port: 1131
21.12.2021 time 03:03:55 PM MSK: Undefined user disconnected.
21.12.2021 time 03:03:55 PM MSK: Server closed.
